Figure_path,Question,Pred,Label
xmlab58/source.jpg,Question: Which part of the body does this image belong to?The Answer is:, Head ,Brain
xmlab58/source.jpg,Question: What is the mr weighting in this image?The Answer is:, T1-weighted ,T2
xmlab58/source.jpg,Question: What is the main organ in the image?The Answer is:, Brain ,Brain
xmlab58/source.jpg,Question: What is the largest organ in the picture?The Answer is:, Brain ,Brain
xmlab58/source.jpg,Question: What diseases are included in the picture?The Answer is:, Brain tumors ,"Brain Tumor, Brain Edema"
xmlab58/source.jpg,Question: Where is/are the abnormality located?The Answer is:, Right frontal lobe ,Lower Left
xmlab580/source.jpg,Question: Which part of the body does this image belong to?The Answer is:, Chest ,Abdomen
xmlab580/source.jpg,Question: How many lungs have existed in this image?The Answer is:, Two ,2
xmlab580/source.jpg,Question: How much damage will be caused to the body taking such an image?The Answer is:, Moderate ,Much
xmlab580/source.jpg,Question: Which organs/organ in the picture belong to the digestive system?The Answer is:, Liver and pancreas ,Esophagus
xmlab586/source.jpg,Question: In what plane is this image scanned?The Answer is:, Coronal ,Transverse Plane
xmlab586/source.jpg,Question: What is the leftmost organ in this image?The Answer is:, Liver ,Right Lung
xmlab586/source.jpg,Question: What color is the lung in this image?The Answer is:, Yellow ,Black
xmlab586/source.jpg,Question: How many organs are there in this image?The Answer is:, Two ,4
xmlab586/source.jpg,Question: What is the function of the organ on the top of this image?The Answer is:, Heart ,Promote blood flow
xmlab604/source.jpg,Question: What modality is used to take this image?The Answer is:,CT scan ,CT
xmlab604/source.jpg,Question: Where does the image represent in the body?The Answer is:,Abdomen ,Pelvic Cavity
xmlab604/source.jpg,Question: Where is the rectum existing in this image?The Answer is:, Left side ,Bottom
xmlab604/source.jpg,Question: What organ system is primarily present in this image?The Answer is:, Respiratory system ,Pelvic Cavity
xmlab604/source.jpg,Question: How many femoral heads are shown in this image?The Answer is:, Two ,0
xmlab604/source.jpg,Question: What is the function of the organ on the bottom of this picture?The Answer is:, Kidney ,"Store feces, excrete feces"
xmlab604/source.jpg,Question: Which organs/organ in the picture belong to the digestive system?The Answer is:, Liver and pancreas ,Rectum
xmlab605/source.jpg,Question: Which part do the organs in this image locate from the aspect of the whole body?The Answer is:, Abdomen ,Pelvic Cavity
xmlab605/source.jpg,Question: Where is rectum in this image?The Answer is:, Left side ,Bottom
xmlab605/source.jpg,Question: What is the organ system visualized?The Answer is:, Respiratory system ,Pelvic Cavity
xmlab605/source.jpg,Question: What is the largest organ in the picture?The Answer is:,Liver ,Bladder
xmlab605/source.jpg,Question: What is the effect of the gray organ on the center of this picture?The Answer is:, It is not visible ,Store urine
xmlab605/source.jpg,Question: Which organs/organ is part of the digestive system in this image?The Answer is:, Liver ,Rectum
xmlab622/source.jpg,Question: Which part of the body does this image belong to?The Answer is:, Abdomen ,Pelvic Cavity
xmlab622/source.jpg,Question: Which organs/organ in the picture belong to the urinary system?The Answer is:,Kidneys ,Bladder
xmlab628/source.jpg,Question: How was this image taken?The Answer is:, CT scan ,CT
xmlab628/source.jpg,Question: Where does the picture show?The Answer is:,Abdomen ,Pelvic Cavity
xmlab628/source.jpg,Question: What is the function of the organ on the bottom of this image?The Answer is:, Kidney ,"Digest food, absorb water, excrete body waste"
xmlab629/source.jpg,Question: What organ system is pictured?The Answer is:, Respiratory system ,Pelvic Cavity
xmlab629/source.jpg,Question: What is the function of the organ on the top of this image?The Answer is:, Kidney ,"Absorb nutrients, secrete enzymes, digest food"
xmlab634/source.jpg,Question: Which part of the human body is the organ located in the image?The Answer is:, Abdomen ,Pelvic Cavity
xmlab634/source.jpg,Question: Where is colon in this image?The Answer is:, Left side ,Upper Left
xmlab634/source.jpg,Question: What organ system is primarily present in this image?The Answer is:, Respiratory system ,Pelvic Cavity
xmlab634/source.jpg,Question: What is the effect of the organ on the left of this picture?The Answer is:, It is displaced ,"Digest food, absorb water, excrete body waste"
xmlab634/source.jpg,Question: Which organs/organ is part of the digestive system in this image?The Answer is:, Liver ,"Colon, Small Bowel"
xmlab71/source.jpg,Question: What modality is used to take this image?The Answer is:, MRI ,MRI
xmlab71/source.jpg,Question: Which part of the body does this image belong to?The Answer is:, Brain ,Brain
xmlab71/source.jpg,Question: What is the mr weighting in this image?The Answer is:, T1-weighted ,T2
xmlab71/source.jpg,Question: What is the main organ in the image?The Answer is:, Brain ,Brain
xmlab71/source.jpg,Question: What is the largest organ in the picture?The Answer is:, Brain ,Brain
xmlab71/source.jpg,Question: What diseases are included in the picture?The Answer is:, Brain tumors ,"tensor(nan, dtype=torch.float64)"
xmlab77/source.jpg,Question: What modality is used to take this image?The Answer is:, MRI ,MRI
xmlab77/source.jpg,Question: Which part of the body does this image belong to?The Answer is:, Head ,Brain
xmlab77/source.jpg,Question: What is the mr weighting in this image?The Answer is:, T1-weighted ,T2
xmlab77/source.jpg,Question: What is the main organ in the image?The Answer is:, Brain ,Brain
xmlab77/source.jpg,Question: What is the largest organ in the picture?The Answer is:, Brain ,Brain
xmlab77/source.jpg,Question: What diseases are included in the picture?The Answer is:, Stroke and Alzheimer's disease ,"tensor(nan, dtype=torch.float64)"
xmlab82/source.jpg,Question: What modality is used to take this image?The Answer is:,CT scan ,CT
xmlab82/source.jpg,Question: Which part of the body does this image belong to?The Answer is:, Chest ,Chest
xmlab82/source.jpg,Question: What is the main organ in the image?The Answer is:, Lung ,Lung
xmlab82/source.jpg,Question: What is the largest organ in the picture?The Answer is:, Lung ,Lung
xmlab82/source.jpg,Question: What diseases are included in the picture?The Answer is:, Lung cancer and pneumonia ,"tensor(nan, dtype=torch.float64)"
xmlab85/source.jpg,Question: What modality is used to take this image?The Answer is:, CT scan ,CT
xmlab85/source.jpg,Question: Which part of the body does this image belong to?The Answer is:, Chest ,Chest
xmlab85/source.jpg,Question: What is the main organ in the image?The Answer is:, Lung ,Liver
xmlab85/source.jpg,Question: What is the largest organ in the picture?The Answer is:, Liver ,Liver
xmlab90/source.jpg,Question: What modality is used to take this image?The Answer is:,CT scan ,CT
xmlab90/source.jpg,Question: Which part of the body does this image belong to?The Answer is:, Chest ,Chest
xmlab90/source.jpg,Question: What is the main organ in the image?The Answer is:, Lung ,"Lung, Heart"
xmlab90/source.jpg,Question: What is the largest organ in the picture?The Answer is:, Lung ,Lung
xmlab93/source.jpg,Question: What modality is used to take this image?The Answer is:,CT scan ,CT
xmlab93/source.jpg,Question: Which part of the body does this image belong to?The Answer is:, Head ,Chest
xmlab93/source.jpg,Question: What is the main organ in the image?The Answer is:, Liver ,Spinal Cord
